Organization Name,IPO Status,Company Type,Number of Employees,Last Funding Type,Last Funding Date,Founded Date,Founded Date Precision,Operating Status,Number of Founders,Number of Funding Rounds,Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Top 5 Investors,Number of Investors,Headquarters Regions,Industry Groups,Industries,Headquarters Location
UralChem,Private,For Profit,10001+,Non-equity Assistance,2017-03-03,2007-01-01,year,Active,1.0,1.0,62000000.0,0.0,0.0,62000000.0,Mikhail Gutseriev,1.0,"Europe, Middle East, and Africa (EMEA)","Manufacturing, Science and Engineering","Chemical, Manufacturing","Moscow, Moscow City, Russian Federation"
Netlog Lojistik,Private,For Profit,10001+,Debt Financing,2020-05-07,1994-01-01,year,Active,2.0,2.0,27090727.0,0.0,0.0,27090727.0,"European Bank for Reconstruction and Development, Abraaj Group",2.0,"Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Transportation,Logistics,"Istanbul, Istanbul, Turkey"
Inova Translational Medicine Institute,Private,Non-profit,10001+,Grant,2016-10-03,1961-01-01,year,Active,2.0,1.0,9500000.0,0.0,0.0,9500000.0,National Institutes of Health,1.0,"Washington DC Metro Area, East Coast, Southern US","Biotechnology, Health Care","Genetics, Health Care, Medical","Fairfax, Virginia, United States"
Franciscan Alliance,Private,For Profit,10001+,Grant,2019-05-21,1974-01-01,year,Active,1.0,1.0,1600000.0,0.0,0.0,1600000.0,SAMHSA,1.0,"Great Lakes, Midwestern US",Health Care,"Health Care, Hospital, Medical","Indianapolis, Indiana, United States"
Mcity,Private,For Profit,10001+,Grant,2022-09-13,2014-01-01,year,Active,2.0,2.0,5000000.0,11000000.0,11000000.0,16000000.0,"General Motors, LG Electronics, Intel Corporation, Denso, Ford Motor",12.0,"Great Lakes, Midwestern US","Data and Analytics, Design, Government and Military, Science and Engineering, Sustainability, Transportation","Autonomous Vehicles, Environmental Engineering, Product Research, Public Safety","Ann Arbor, Michigan, United States"
GlobalLogic,Private,For Profit,10001+,Secondary Market,2017-01-11,2000-01-01,year,Active,5.0,4.0,0.0,29500000.0,43696000.0,43696000.0,"CPP Investments, New Enterprise Associates, Peak XV Partners",3.0,"San Francisco Bay Area, Silicon Valley, West Coast","Design, Information Technology, Software","Developer Platform, Information Technology, Product Design, Software","San Jose, California, United States"
University of North Carolina at Chapel Hill,Private,For Profit,10001+,Grant,2024-07-19,1789-12-11,day,Active,1.0,15.0,1000000.0,0.0,0.0,48569045.0,"US Department of Commerce, Economic Development Administation, US Department of Energy, CDA Foundation, Bill & Melinda Gates Foundation, North Carolina Biotechnology Center",11.0,"Research Triangle, East Coast, Southern US","Education, Internet Services, Media and Entertainment, Other","Art, Education, Higher Education, Search Engine, Universities","Chapel Hill, North Carolina, United States"
Trillium Health Partners,Private,For Profit,10001+,Grant,2021-11-03,2012-01-01,year,Active,1.0,1.0,810000.0,0.0,0.0,810000.0,TD Bank,1.0,Great Lakes,Health Care,Health Care,"Mississauga, Ontario, Canada"
IDEA Public Schools Enterprises,Private,For Profit,10001+,Grant,2017-11-01,2000-01-01,year,Active,3.0,1.0,3900000.0,0.0,0.0,3900000.0,U.S. Department of Education,1.0,Southern US,"Community and Lifestyle, Education, Other, Social Impact","Communities, Education, Non Profit","Weslaco, Texas, United States"
UC Express,Private,For Profit,10001+,Series C,2019-01-28,2009-01-01,year,Active,1.0,2.0,29700000.0,29700000.0,29700000.0,29700000.0,GLP,1.0,Asia-Pacific (APAC),"Administrative Services, Transportation","Delivery, Delivery Service, Logistics, Transportation","Qingpu, Shanghai, China"
Sunnybrook Health Sciences Centre,Private,For Profit,10001+,Grant,2023-07-13,1948-01-01,year,Active,1.0,1.0,500000.0,0.0,0.0,500000.0,Veterans Affairs Canada,1.0,Great Lakes,Health Care,"Health Care, Health Diagnostics, Hospital","Toronto, Ontario, Canada"
FPT Software,Private,For Profit,10001+,Private Equity,2010-06-24,1988-01-01,year,Active,3.0,1.0,5420000.0,5420000.0,5420000.0,5420000.0,Mekong Capital,1.0,"Greater New York Area, East Coast, Northeastern US","Advertising, Commerce and Shopping, Health Care, Sales and Marketing","Advertising, E-Commerce, Health Care","New York, New York, United States"
Canadian Red Cross,Private,For Profit,10001+,Grant,2023-05-02,1909-01-01,year,Active,1.0,5.0,8500000.0,0.0,0.0,19350000.0,"Government of Canada, Bell Let's Talk",2.0,Great Lakes,"Other, Social Impact",Non Profit,"Ottawa, Ontario, Canada"
Hina,Private,For Profit,10001+,Series A,2023-12-01,2019-02-01,day,Active,1.0,4.0,0.0,0.0,7877168.0,7877168.0,"Ameba Capital, Lenovo Capital and Incubator Group (LCIG), Taichi Capital, Huoban Fund",4.0,Asia-Pacific (APAC),"Mobile, Professional Services","Mobile, Recruiting","Haidian, Beijing, China"
Stop & Shop Supermarket Company,Private,For Profit,10001+,Grant,2015-07-13,1914-01-01,year,Active,1.0,1.0,400000.0,0.0,0.0,400000.0,Massachusetts Clean Energy Center,1.0,"Greater Boston Area, East Coast, New England","Commerce and Shopping, Community and Lifestyle, Food and Beverage","Communities, Grocery, Retail","Quincy, Massachusetts, United States"
Greybox Coffee,Private,For Profit,10001+,Series A,2017-12-05,2015-01-01,year,Active,1.0,1.0,15000000.0,15000000.0,15000000.0,15000000.0,Junzi Capital Engineering,1.0,Asia-Pacific (APAC),Food and Beverage,"Coffee, Food and Beverage","Chaoyang, Liaoning, China"
Asurion,Private,For Profit,10001+,Undisclosed,2018-08-10,1994-01-01,year,Active,2.0,1.0,0.0,0.0,0.0,0.0,"Welsh Carson Anderson & Stowe, de Anda Capital, M2O",3.0,Southern US,"Consumer Electronics, Financial Services, Hardware, Mobile","Electronics, Insurance, InsurTech, Mobile","Nashville, Tennessee, United States"
99 Cents Only Stores,Private,For Profit,10001+,Debt Financing,2017-09-06,1982-01-01,year,Active,1.0,1.0,32500.0,0.0,0.0,32500.0,Sixth Street Specialty Lending,1.0,"Greater Los Angeles Area, West Coast, Western US","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Food and Beverage","Consumer Goods, E-Commerce, Fashion, Food and Beverage, Retail, Shopping","Commerce, California, United States"
Designer Brands,Private,For Profit,10001+,Angel,2022-06-01,1969-01-01,year,Active,1.0,1.0,2000.0,2000.0,2000.0,2000.0,Adil Jabbar,1.0,"Great Lakes, Midwestern US","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Manufacturing","Consumer Goods, Fashion, Manufacturing, Product Design, Retail, Shoes","Columbus, Ohio, United States"
International Medical Corps,Private,For Profit,10001+,Grant,2024-01-25,1984-01-01,year,Active,1.0,1.0,345000.0,0.0,0.0,345000.0,Astellas Global Health Foundation,1.0,"Europe, Middle East, and Africa (EMEA)","Other, Social Impact",Non Profit,"London, England, United Kingdom"
Discovery Senior Living,Private,For Profit,10001+,Venture - Series Unknown,2022-10-13,1991-01-01,year,Active,1.0,3.0,0.0,0.0,0.0,58000.0,"Lee Equity Partners, Coastwood Senior Housing Partners, Brevard Alzheimer's Foundation",3.0,"East Coast, Southern US","Health Care, Real Estate","Health Care, Real Estate","Bonita Springs, Florida, United States"
UNIVRS,Private,For Profit,10001+,Venture - Series Unknown,2020-08-03,2016-07-01,month,Active,1.0,3.0,943086.0,943086.0,1765328.0,1765328.0,"Kickstarter, CAMPFIRE, Altplus, Media Do, Arco Partners",13.0,Asia-Pacific (APAC),"Gaming, Hardware, Media and Entertainment, Music and Audio","Communications Infrastructure, Content, Music, Video Games","Tokyo, Tokyo, Japan"
Pizza Hut,Private,For Profit,10001+,Debt Financing,2006-04-01,1958-01-01,year,Active,2.0,1.0,0.0,0.0,0.0,0.0,Banyan Mezzanine Funds,1.0,"Dallas/Fort Worth Metroplex, Southern US","Food and Beverage, Transportation, Travel and Tourism","Food and Beverage, Food Delivery, Hospitality","Plano, Texas, United States"
Africa Eats,Private,For Profit,10001+,Seed,2022-10-14,2020-01-01,year,Active,2.0,2.0,400000.0,400000.0,825550.0,825550.0,Ground Squirrel Ventures,1.0,"Greater Seattle Area, West Coast, Western US","Agriculture and Farming, Financial Services, Food and Beverage, Lending and Investments","Agriculture, Food and Beverage, Impact Investing","Bainbridge Island, Washington, United States"
Chicago Tribune,Private,For Profit,10001+,Grant,2023-02-27,1847-06-10,day,Active,1.0,1.0,350000.0,0.0,0.0,350000.0,Meta Journalism Project,1.0,"Greater Chicago Area, Great Lakes, Midwestern US","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Local Advertising, News, Social News","Chicago, Illinois, United States"
FreshMarket,Private,For Profit,10001+,Venture - Series Unknown,2020-12-03,2012-01-01,year,Active,1.0,6.0,0.0,0.0,156011323.0,156011323.0,"SND Ventures Group, Tiantu Capital, Addor Capital, Golden Rain Bogor, ShareLink Capital",6.0,Asia-Pacific (APAC),"Commerce and Shopping, Food and Beverage, Sales and Marketing","E-Commerce, Food and Beverage, Marketing, Marketplace","Suzhou, Jiangsu, China"
Everise,Private,For Profit,10001+,Private Equity,2023-10-03,2016-01-01,year,Active,1.0,1.0,0.0,0.0,0.0,0.0,Warburg Pincus,1.0,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Customer Service, Internet of Things, Technical Support","Singapore, Central Region, Singapore"
Pran Arabia,Private,For Profit,10001+,Debt Financing,2019-10-01,1981-01-01,year,Active,1.0,1.0,30000000.0,0.0,0.0,30000000.0,British International Investment,1.0,"Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East","Food and Beverage, Manufacturing","Bakery, Food and Beverage, Manufacturing, Snack Food","Al Ajman, Ajman, United Arab Emirates"
North Carolina Community College System,Private,For Profit,10001+,Grant,2022-07-07,1963-01-01,year,Active,1.0,1.0,4000000.0,0.0,0.0,4000000.0,U.S. Department of Labor,1.0,"Research Triangle, East Coast, Southern US","Community and Lifestyle, Education","Communities, Education, Training","Raleigh, North Carolina, United States"
International Brotherhood of Electrical Workers,Private,Non-profit,10001+,Grant,2020-07-22,1891-01-01,year,Active,1.0,1.0,300000.0,0.0,0.0,300000.0,Massachusetts Clean Energy Center,1.0,"Washington DC Metro Area, Southern US","Hardware, Other, Real Estate, Social Impact","Construction, Non Profit, Telecommunications","Washington, District of Columbia, United States"
Aimer,Private,For Profit,10001+,Series A,2017-04-22,1981-01-01,day,Active,2.0,2.0,1452496.0,1452496.0,1887929.0,1887929.0,"Harvest Capital, Z&H Investment",2.0,Asia-Pacific (APAC),"Clothing and Apparel, Design, Manufacturing","Apparel, Fashion, Manufacturing","Beijing, Beijing, China"
Chic Fresh,Private,For Profit,10001+,Venture - Series Unknown,2016-05-11,1997-01-01,year,Active,1.0,1.0,30000000.0,30000000.0,30000000.0,30000000.0,ClearVue Partners,1.0,Asia-Pacific (APAC),"Food and Beverage, Transportation","Food and Beverage, Food Delivery, Food Processing","Shanghai, Shanghai, China"
BSES,Private,For Profit,10001+,Grant,2018-03-07,2001-01-01,year,Active,1.0,1.0,1000000.0,0.0,0.0,1000000.0,U.S. Trade and Development Agency,1.0,Asia-Pacific (APAC),"Consumer Electronics, Energy, Hardware","Consumer Electronics, Electronics, Energy","New Delhi, Delhi, India"
Era Software,Private,For Profit,10001+,Series A,2021-04-20,2019-06-01,month,Active,2.0,3.0,15250000.0,15250000.0,22250000.0,22250000.0,"Global Founders Capital, Zero Prime Ventures, Array Ventures, Foundation Capital, Kevin Mahaffey",8.0,"Greater Seattle Area, West Coast, Western US","Data and Analytics, Software","Data Management, Software","Seattle, Washington, United States"
Online Poundshop,Private,For Profit,10001+,Series A,2021-10-04,2014-10-01,month,Active,1.0,4.0,0.0,0.0,2124734.0,2124734.0,"Future Planet Capital, Foresight Group, Midlands Engine Investment Fund, Midven",4.0,"Europe, Middle East, and Africa (EMEA)",Commerce and Shopping,"E-Commerce, Retail, Shopping","Brierley Hill, Staffordshire, United Kingdom"
Adventist Health Reedley,Private,For Profit,10001+,Grant,2019-06-25,1965-01-01,year,Active,1.0,1.0,205000.0,0.0,0.0,205000.0,The Center at Sierra Health Foundation,1.0,"West Coast, Western US","Health Care, Travel and Tourism","Health Care, Hospitality","Reedley, California, United States"
Amentum,Private,For Profit,10001+,Private Equity,2020-01-01,2020-01-01,year,Active,1.0,1.0,0.0,0.0,0.0,0.0,American Securities,1.0,"Washington DC Metro Area, East Coast, Southern US","Information Technology, Other, Privacy and Security, Science and Engineering","Mechanical Engineering, Security, Technical Support","Germantown, Maryland, United States"
Sunshine Holdings,Private,For Profit,10001+,Private Equity,2017-04-03,1967-01-01,year,Active,1.0,1.0,4880000.0,4880000.0,4880000.0,4880000.0,SBI Ven Capital,1.0,Asia-Pacific (APAC),"Agriculture and Farming, Consumer Goods, Health Care","Agriculture, Consumer Goods, Health Care","Colombo, Western, Sri Lanka"
Opportunity International,Private,For Profit,10001+,Grant,2021-11-29,1971-01-01,year,Active,2.0,2.0,21437.0,0.0,0.0,21437.0,"Australian Ethical Investment, MyBucks",2.0,"Greater Chicago Area, Great Lakes, Midwestern US","Financial Services, Lending and Investments, Other, Social Impact","Banking, Charity, Financial Services","Oak Brook, Illinois, United States"
Credivalores-Crediservicios,Private,For Profit,10001+,Debt Financing,2022-05-16,2003-01-01,year,Active,1.0,3.0,100000000.0,34000000.0,34000000.0,134000000.0,"ACON Investment, Gramercy Funds Management",2.0,Latin America,"Financial Services, Lending and Investments","Credit, Finance, Financial Services, FinTech","Bogotá, Distrito Especial, Colombia"
Richemont,Private,For Profit,10001+,Undisclosed,2021-11-08,1988-01-01,year,Active,1.0,1.0,0.0,0.0,0.0,0.0,Third Point,1.0,"Europe, Middle East, and Africa (EMEA)","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","Fashion, Jewelry, Retail","Geneva, Geneve, Switzerland"
SK Innovation,Private,For Profit,10001+,Venture - Series Unknown,2020-10-01,1962-01-01,year,Active,1.0,1.0,0.0,0.0,0.0,0.0,Premier Partners,1.0,Asia-Pacific (APAC),"Energy, Natural Resources, Sustainability","Energy, Oil and Gas, Renewable Energy","Seoul, Seoul-t'ukpyolsi, South Korea"
US LBM,Private,For Profit,10001+,Private Equity,2023-10-16,2009-01-01,year,Active,1.0,1.0,0.0,0.0,0.0,0.0,Platinum Equity,1.0,"Greater Chicago Area, Great Lakes, Midwestern US",Real Estate,Real Estate,"Buffalo Grove, Illinois, United States"
Shangqiao Logistics,Private,For Profit,10001+,Series A,2019-11-18,2016-01-01,year,Active,1.0,3.0,14232849.0,14232849.0,58385810.0,58385810.0,"Shenzhen Capital Group, Qianhai Fund of Funds, CRRC, Fortune Capital, QC Capital",8.0,Asia-Pacific (APAC),Transportation,Logistics,"Shanghai, Shanghai, China"
WFrontier,Private,For Profit,10001+,Venture - Series Unknown,2020-03-31,2013-04-15,day,Active,1.0,3.0,1116140.0,1116140.0,2191166.0,2191166.0,"Future Venture Capital, Sawada Holdings, Tepco Frontier Partners, Japan startup support Association, Planet Japan",5.0,Asia-Pacific (APAC),Commerce and Shopping,Shopping,"Tokyo, Tokyo, Japan"
[24]7.ai,Private,For Profit,10001+,Venture - Series Unknown,2003-07-24,2000-04-01,day,Active,2.0,1.0,22000000.0,22000000.0,22000000.0,22000000.0,Sequoia Capital,1.0,"San Francisco Bay Area, Silicon Valley, West Coast","Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Software","Customer Service, Predictive Analytics, Software","San Jose, California, United States"
wowworks,Private,For Profit,10001+,Seed,2021-03-01,2014-01-01,year,Active,2.0,2.0,3600000.0,3600000.0,3600000.0,3600000.0,"Internet Initiatives Development Fund (IIDF), LVL1 Group, AddVenture, DV Capital",4.0,"Europe, Middle East, and Africa (EMEA)","Administrative Services, Commerce and Shopping, Information Technology","Human Resources, Information Technology, Retail","Moscow, Moscow City, Russian Federation"
Boolv.com,Private,For Profit,10001+,Seed,2019-06-14,2016-01-01,year,Active,1.0,1.0,2887920.0,2887920.0,2887920.0,2887920.0,Asia Europe Industry and Trade Group,1.0,Asia-Pacific (APAC),Professional Services,Environmental Consulting,"Shenzhen, Guangdong, China"
Apiax,Private,For Profit,10001+,Venture - Series Unknown,2021-03-03,2017-05-01,month,Active,4.0,6.0,0.0,0.0,8100000.0,8110275.0,"Venture Kick, Tenity, Zürcher Kantonal Bank, XAnge, SICTIC",13.0,"Europe, Middle East, and Africa (EMEA)","Financial Services, Information Technology, Professional Services","Compliance, FinTech, Information Services, Information Technology, Legal, Risk Management","Zürich, Zurich, Switzerland"
